customer_index,age,job,marital,education,xac_suat_dong_y
37883,59,self-employed,married,university.degree,0.4485888996119074
13419,32,admin.,married,university.degree,0.44763436709163357
40133,32,technician,divorced,professional.course,0.4469378326519277
28025,39,blue-collar,married,basic.9y,0.44648140992399266
35696,50,admin.,married,high.school,0.4456499232879083
34917,45,admin.,married,university.degree,0.44548565358194303
32280,58,management,single,university.degree,0.44542086211825926
35216,37,admin.,divorced,high.school,0.44520937303386554
35456,57,admin.,single,high.school,0.4448284875317411
30507,35,blue-collar,married,basic.4y,0.44447240033613716
33922,34,management,single,university.degree,0.4440991033607781
33437,29,services,married,high.school,0.4426343264539598
32947,30,technician,single,basic.9y,0.44237972258148517
35839,35,admin.,married,high.school,0.4421897102229762
28832,47,blue-collar,married,basic.9y,0.4420026980732703
24100,32,unemployed,married,professional.course,0.4416139849121439
37176,60,self-employed,divorced,university.degree,0.4414009046436603
30455,30,unknown,married,professional.course,0.4409931932542798
35488,36,admin.,married,high.school,0.4409886076540135
29582,58,services,married,basic.6y,0.4407079631475721
12830,48,management,married,high.school,0.44008336234021406
12814,48,management,married,high.school,0.44008336234021406
20526,31,technician,single,high.school,0.43988113922170685
29245,30,technician,single,professional.course,0.4398326175852766
36001,65,retired,married,unknown,0.43955732116009444
35982,29,technician,single,university.degree,0.43944129179098096
41102,45,admin.,married,university.degree,0.43942546448762415
29416,49,entrepreneur,married,basic.4y,0.4390392318010884
24068,32,technician,married,professional.course,0.43872840441252237
28554,44,management,married,basic.6y,0.43744536296767544
15349,35,admin.,single,university.degree,0.43736967545535466
15347,35,admin.,single,university.degree,0.43736967545535466
28321,35,admin.,married,high.school,0.43735610313825546
15875,39,technician,single,professional.course,0.4372287569533171
36135,35,admin.,single,university.degree,0.4370383851041418
33134,54,blue-collar,divorced,basic.4y,0.436314975403036
35211,25,blue-collar,married,basic.4y,0.43629135887455733
36392,29,admin.,single,university.degree,0.43583616220942856
35274,56,entrepreneur,married,university.degree,0.4349538536550264
8551,24,student,single,high.school,0.434838748577314
20399,30,admin.,single,university.degree,0.43400904766051857
34987,44,management,married,university.degree,0.434006070265465
20323,48,admin.,married,high.school,0.43396664678422586
34910,29,blue-collar,divorced,high.school,0.4335550400545165
28342,39,blue-collar,married,basic.9y,0.43310984001037356
34922,27,admin.,married,high.school,0.43283396677041613
35300,20,technician,single,professional.course,0.4323694294142637
22777,35,management,divorced,university.degree,0.4322337884743379
22736,35,management,divorced,university.degree,0.4322337884743379
28370,46,technician,single,basic.9y,0.4317763537915917
32789,45,admin.,single,high.school,0.43168942391636017
29309,33,admin.,single,university.degree,0.43151307539692857
33458,31,services,single,high.school,0.4301863065964533
30791,46,blue-collar,married,high.school,0.4300041850367837
40254,52,technician,single,professional.course,0.429579277965519
35009,45,blue-collar,single,high.school,0.42953497653567196
24381,40,admin.,married,university.degree,0.4291793511833366
36058,33,admin.,single,high.school,0.428907462950409
35203,29,admin.,married,basic.6y,0.42884869760541283
35142,45,self-employed,divorced,university.degree,0.42882876971665007
30532,42,admin.,married,university.degree,0.42876680809289935
40034,25,admin.,married,high.school,0.4283540896937933
35854,58,retired,married,basic.9y,0.428089868782613
34854,29,admin.,single,high.school,0.4280048868865402
35504,39,admin.,single,professional.course,0.4277354239684289
12791,33,services,single,high.school,0.4276579156285149
33884,31,admin.,married,high.school,0.4273334846769684
34831,30,management,single,basic.9y,0.42727552440371797
20535,35,technician,single,university.degree,0.4270943513743154
20071,35,admin.,married,university.degree,0.42666304708654385
19725,30,admin.,single,university.degree,0.42636785636539737
40967,34,student,single,professional.course,0.4262848072616079
30795,30,technician,single,university.degree,0.42627779404603183
28242,41,blue-collar,married,basic.9y,0.4256472310164467
26759,51,admin.,divorced,university.degree,0.4253161085183075
30842,42,blue-collar,married,basic.4y,0.4251948144836485
29840,50,blue-collar,married,basic.4y,0.4250862159885932
36851,29,services,single,professional.course,0.42481305972050726
26011,35,admin.,single,university.degree,0.42456838371792976
13804,27,services,married,high.school,0.4240661491897961
15768,39,technician,single,professional.course,0.42389293365047787
25896,29,technician,single,professional.course,0.4228094773027671
31744,33,blue-collar,married,basic.6y,0.42241608273569925
35919,44,blue-collar,single,professional.course,0.42224084705617093
12852,42,blue-collar,married,basic.6y,0.4221706466536708
29284,55,management,married,university.degree,0.4221241859814448
28877,47,services,married,basic.9y,0.42209034520012223
27210,33,technician,single,university.degree,0.4220354450448799
13614,25,admin.,single,high.school,0.42102675929171357
30682,34,blue-collar,married,basic.9y,0.4203915470401683
17209,28,blue-collar,single,basic.9y,0.42027756907678765
30076,50,admin.,married,university.degree,0.42017274237374913
16610,23,admin.,single,professional.course,0.42007333290115517
34950,41,blue-collar,single,basic.9y,0.4200182274294306
19247,31,technician,single,high.school,0.41969493223693155
35444,43,admin.,single,high.school,0.4196422368543459
20199,36,admin.,married,university.degree,0.4195283247809284
30600,29,management,married,university.degree,0.41837981072567276
36015,40,student,single,high.school,0.41792774515000836
31390,54,technician,divorced,university.degree,0.41753511321531916
35635,35,admin.,divorced,high.school,0.41736447145694816
20584,31,admin.,single,university.degree,0.41723715505718667
41104,46,admin.,single,high.school,0.41719904670221125
23447,47,technician,married,university.degree,0.4171406503364027
33825,37,technician,divorced,professional.course,0.41692013090660746
32687,33,technician,single,university.degree,0.4165142262176987
17137,38,admin.,married,university.degree,0.41537729593411804
35374,27,technician,married,university.degree,0.41399281613339084
30492,25,technician,married,university.degree,0.41383777342479866
39832,38,technician,single,high.school,0.41367557181088893
16331,22,services,married,basic.9y,0.41335361580789476
29746,44,management,married,university.degree,0.4129188925194326
27290,37,admin.,single,university.degree,0.41289012836388733
20575,38,technician,married,professional.course,0.41277432940561865
28371,43,admin.,divorced,high.school,0.41269051085064956
33765,32,blue-collar,single,basic.4y,0.4126260893228859
35391,40,technician,married,university.degree,0.4123980469538251
14344,50,blue-collar,married,basic.4y,0.41211517161687183
29228,34,technician,married,university.degree,0.41164755843286377
36183,88,retired,divorced,basic.4y,0.41155697252841444
27500,29,technician,single,professional.course,0.41088685013453374
30648,37,blue-collar,married,basic.6y,0.4108846848487168
15460,36,housemaid,divorced,basic.4y,0.41084884298354574
35672,38,technician,married,university.degree,0.41065354518889197
33027,33,services,single,high.school,0.41054568535686087
14393,35,admin.,married,high.school,0.4100653960970947
34843,34,technician,divorced,professional.course,0.40992499095921325
40290,23,admin.,single,high.school,0.40988880491412594
14153,31,management,married,university.degree,0.4083965870357964
28233,35,unemployed,divorced,university.degree,0.40824099499382177
30830,32,technician,married,high.school,0.40773755681032364
19674,30,admin.,single,university.degree,0.4075163515518749
28862,47,entrepreneur,divorced,high.school,0.4074772735143266
33233,44,management,married,basic.9y,0.40742932404117477
35151,32,admin.,single,professional.course,0.4073240070640482
27093,45,management,married,university.degree,0.4073229782388396
34706,31,blue-collar,single,basic.9y,0.40722414443222554
29648,32,technician,single,professional.course,0.40700642567453216
8616,26,student,single,high.school,0.40663710435505307
32624,37,management,single,basic.9y,0.406581047310705
29475,31,blue-collar,single,basic.9y,0.4061097163786874
18294,38,admin.,married,unknown,0.40581614421158707
35747,29,admin.,married,high.school,0.4058023121138901
26262,34,management,single,university.degree,0.40571023977887627
30921,54,management,married,university.degree,0.4056730313098093
13107,33,admin.,married,high.school,0.4055784960510266
35088,33,services,married,high.school,0.40541374324475854
34464,38,blue-collar,married,basic.6y,0.40537639633291805
15548,31,services,single,university.degree,0.4052158859207473
36165,32,admin.,single,university.degree,0.4048896261283283
35736,37,self-employed,single,basic.4y,0.40480226619766163
22757,30,technician,divorced,university.degree,0.40471299707974806
34486,25,management,married,university.degree,0.4046994101439523
12901,29,technician,single,university.degree,0.40397703787984723
28027,39,blue-collar,single,basic.9y,0.4039305762269623
23398,43,technician,married,professional.course,0.40378578905304074
15505,29,management,single,basic.9y,0.40376398733939595
29308,55,admin.,divorced,high.school,0.4034648913273666
15547,26,blue-collar,married,basic.9y,0.403462116992859
39815,28,admin.,married,high.school,0.40343377533720415
20135,47,admin.,married,university.degree,0.40338142251327413
27310,58,admin.,divorced,university.degree,0.4033785246686468
31272,28,self-employed,single,university.degree,0.4031750997005475
29069,47,technician,divorced,university.degree,0.4030869195783812
35707,27,admin.,divorced,high.school,0.40291484904545555
28006,31,technician,married,professional.course,0.4028851894185052
29929,39,admin.,married,university.degree,0.40221591233981
14658,25,entrepreneur,single,university.degree,0.40163281405971046
34652,25,admin.,single,high.school,0.40162563654150574
34887,34,admin.,single,high.school,0.40140104312217184
34214,34,blue-collar,married,high.school,0.40123050503139696
33700,29,blue-collar,married,high.school,0.4010094346801939
25637,30,entrepreneur,single,university.degree,0.40087494174362903
35441,36,admin.,married,high.school,0.4007374580680513
31249,27,admin.,married,high.school,0.4004357592283161
28620,39,technician,single,professional.course,0.4003287648131312
13900,27,technician,married,basic.9y,0.40028555236699426
33955,40,admin.,single,high.school,0.39989409920566144
35664,43,technician,married,professional.course,0.39974090011123226
27647,31,admin.,single,university.degree,0.399641477052041
39799,40,blue-collar,married,basic.6y,0.3995499264263847
34687,30,admin.,single,high.school,0.3995396274341894
32830,23,blue-collar,single,basic.9y,0.3994344367587527
16760,26,admin.,married,high.school,0.39935851099249975
14306,48,management,married,university.degree,0.3992776829766826
35861,66,housemaid,married,high.school,0.3991220347877704
34909,24,blue-collar,single,basic.9y,0.39902864472195726
34995,30,services,single,high.school,0.39902757292772356
34998,30,services,single,high.school,0.39902757292772356
26517,53,management,married,high.school,0.3987647401986482
14106,43,admin.,married,high.school,0.39848316223528146
35108,32,admin.,single,university.degree,0.3984094999648009
28514,36,services,married,high.school,0.39833671777362006
33307,28,blue-collar,married,basic.4y,0.3982282826127593
30582,42,admin.,married,university.degree,0.3977760729783568
24813,30,admin.,single,university.degree,0.3977100615237741
32603,26,admin.,single,university.degree,0.39759997873062614
14735,31,admin.,married,university.degree,0.3975598830411829
36010,33,blue-collar,married,basic.9y,0.3974364019768406
34152,36,services,married,basic.9y,0.39709220665255246
35252,29,blue-collar,divorced,high.school,0.3965708294311843
29151,31,admin.,single,high.school,0.3959345355681993
15745,46,management,married,university.degree,0.39561036964432506
30699,36,blue-collar,married,basic.9y,0.39536925715144067
35987,33,admin.,married,university.degree,0.39490824110910494
35815,26,entrepreneur,single,high.school,0.39477496716324645
34968,34,technician,divorced,professional.course,0.39470359582960785
34913,45,admin.,married,university.degree,0.3944347573084581
20794,51,blue-collar,married,basic.9y,0.3943542300787668
33952,37,admin.,single,basic.9y,0.39435101857574684
34193,28,blue-collar,married,basic.4y,0.39419497726078107
41060,46,admin.,married,basic.9y,0.394180805310678
13128,25,blue-collar,married,basic.9y,0.39385379183252
34541,29,services,single,high.school,0.39364219239256437
33289,34,admin.,divorced,university.degree,0.39343198617139846
31521,38,technician,single,university.degree,0.3933377499973452
35849,36,admin.,married,professional.course,0.3929856288601543
34321,30,blue-collar,single,basic.9y,0.3929544274037783
40087,33,unemployed,married,university.degree,0.39283701039947017
34153,34,blue-collar,married,basic.6y,0.39280671782928095
33608,25,student,single,university.degree,0.3926900377753394
29720,43,blue-collar,married,basic.4y,0.3924465965923642
33912,58,housemaid,married,basic.4y,0.39203761190006203
32698,28,blue-collar,married,basic.6y,0.39158857114275425
36113,47,retired,divorced,university.degree,0.3912799656890376
34412,26,services,single,high.school,0.3912714449981289
35799,28,admin.,single,university.degree,0.3909666037313283
15458,26,blue-collar,married,basic.9y,0.3909508903457675
35212,39,blue-collar,married,basic.6y,0.3907581934361075
28829,38,technician,divorced,high.school,0.3901656423750706
31124,48,entrepreneur,married,basic.6y,0.3901075588570184
16022,22,blue-collar,single,basic.6y,0.38987068194237245
34098,36,services,single,high.school,0.38980961885833515
16060,27,admin.,single,basic.9y,0.38980566932392363
35357,33,entrepreneur,married,university.degree,0.38966810572078814
16557,30,management,married,university.degree,0.3895237510085772
32612,27,admin.,single,high.school,0.38919136050568814
15461,26,blue-collar,married,basic.9y,0.3887199740122131
29738,33,blue-collar,married,high.school,0.3886471731772363
34938,34,blue-collar,married,basic.9y,0.3885166394383264
20528,44,management,married,basic.9y,0.3883592325058565
28262,34,services,married,high.school,0.3883240446670454
34111,41,housemaid,married,high.school,0.38831297341172144
28911,42,admin.,single,high.school,0.38779513845836194
35783,24,management,single,university.degree,0.38724962936577073
34915,43,entrepreneur,married,professional.course,0.38713673402515064
29202,38,admin.,married,university.degree,0.38712374425062074
33350,27,technician,single,professional.course,0.38699134079428027
28231,57,blue-collar,married,basic.9y,0.3866612988626481
30033,55,admin.,married,high.school,0.3866503202135528
14583,35,housemaid,married,basic.9y,0.3865238634050535
31094,33,blue-collar,married,basic.6y,0.3863471756169235
35502,34,admin.,single,university.degree,0.38625754706102405
33746,31,unemployed,married,basic.9y,0.38621895054870736
13489,27,admin.,married,high.school,0.3861262497846425
6195,31,blue-collar,married,basic.9y,0.38607430314043634
27996,32,blue-collar,married,basic.9y,0.3854294076383427
33152,34,technician,single,university.degree,0.38537597404716484
34298,38,blue-collar,married,basic.4y,0.38526910207775245
14481,30,blue-collar,divorced,basic.6y,0.38500795325104115
26435,53,technician,divorced,high.school,0.3846837212514542
14749,49,blue-collar,married,basic.6y,0.38445034310175463
14744,49,blue-collar,married,basic.6y,0.38445034310175463
33747,28,blue-collar,single,high.school,0.38429633631137533
16802,27,management,single,university.degree,0.3841712684132229
29448,56,blue-collar,married,basic.6y,0.3841455501278699
13848,35,services,single,high.school,0.3839083577589295
22819,38,admin.,married,university.degree,0.38354651154525427
15549,29,admin.,married,basic.9y,0.3829099938897361
10165,41,blue-collar,married,basic.4y,0.3826329119491247
18122,36,admin.,married,high.school,0.382450874578168
20593,41,technician,married,professional.course,0.38235321169919056
19181,51,admin.,married,university.degree,0.3823264379668532
26590,30,blue-collar,married,basic.9y,0.38231838536600127
25540,32,management,divorced,university.degree,0.3822684097614447
31308,31,services,single,high.school,0.38222799457191575
35528,33,unemployed,married,basic.4y,0.38217346371240457
15780,56,technician,married,professional.course,0.38211123085936083
26874,31,management,single,university.degree,0.38210926161775327
29730,37,blue-collar,single,basic.4y,0.38198151083429643
29844,39,management,married,university.degree,0.38174005898147234
11578,49,blue-collar,married,basic.4y,0.38171968068368595
3654,28,admin.,single,high.school,0.38100344440525097
28001,56,entrepreneur,divorced,university.degree,0.38073585761822687
33247,28,technician,married,basic.9y,0.38065838178190164
14475,33,services,married,high.school,0.3805963016341364
18079,34,admin.,married,university.degree,0.38044712794814506
31084,29,admin.,single,university.degree,0.3803928699702551
26549,58,blue-collar,married,basic.9y,0.38018221927413476
34735,31,admin.,single,high.school,0.3797232139632502
34596,23,technician,single,high.school,0.3796499119922137
29252,48,unemployed,married,high.school,0.3796377025489185
25989,32,management,single,university.degree,0.3792337724955297
31453,33,entrepreneur,single,high.school,0.3791784190060229
32911,38,admin.,divorced,university.degree,0.3790093757997323
41082,48,admin.,married,high.school,0.37892254420532817
13490,27,admin.,married,high.school,0.3787907381591939
34188,53,retired,married,basic.9y,0.37867855693171343
27680,31,admin.,single,high.school,0.37864056162664284
31160,41,blue-collar,single,basic.9y,0.37847561652688283
22884,30,technician,divorced,high.school,0.3783054155757143
34309,28,blue-collar,single,basic.4y,0.37819260258921356
25487,32,technician,single,university.degree,0.3781023694585393
35206,33,retired,married,high.school,0.37783920755899125
32835,28,blue-collar,single,professional.course,0.3776650409461645
28936,34,management,married,university.degree,0.3775976678896468
35996,59,self-employed,married,university.degree,0.3774117283177811
30460,81,retired,married,basic.9y,0.3773615086123978
12851,38,blue-collar,married,high.school,0.3773197773577626
31485,48,entrepreneur,single,professional.course,0.3772143315930459
35788,27,unemployed,married,high.school,0.37690936407152975
16591,42,admin.,married,university.degree,0.3767028307406386
10435,36,management,single,university.degree,0.376621912340076
32194,37,self-employed,single,university.degree,0.37661792509855047
17483,45,admin.,divorced,high.school,0.3765224036424636
25053,31,blue-collar,single,basic.9y,0.37622033220491147
29187,36,admin.,single,high.school,0.3759458532253048
33457,49,entrepreneur,married,university.degree,0.3759067491412278
36039,29,self-employed,married,university.degree,0.37581114221173495
41073,39,admin.,married,high.school,0.37560627794887486
13827,41,blue-collar,divorced,basic.6y,0.3755612646957111
13964,29,admin.,single,high.school,0.37545284315475697
22993,50,admin.,married,university.degree,0.3750785584702877
34539,27,self-employed,single,university.degree,0.37497408623086875
20555,53,management,married,university.degree,0.3748401234172504
40535,35,entrepreneur,married,basic.9y,0.37458704500807405
28845,45,services,divorced,basic.4y,0.3744258363566035
20032,38,technician,divorced,high.school,0.3742386537469607
8975,45,unknown,married,unknown,0.37422541176971175
28224,36,blue-collar,married,basic.9y,0.3741813630278362
31317,58,retired,married,professional.course,0.3741465533607636
17100,28,blue-collar,single,basic.9y,0.3741391608817049
24924,38,blue-collar,divorced,unknown,0.3741378525011681
18096,37,blue-collar,married,basic.6y,0.37403670968036434
20290,46,admin.,married,university.degree,0.3740274748817457
40088,26,unemployed,single,high.school,0.373297968833037
28210,40,technician,married,professional.course,0.3732872412729575
34195,27,admin.,married,high.school,0.37283508828284695
15509,43,blue-collar,married,high.school,0.37277042300912505
34075,49,admin.,married,university.degree,0.3725789733170312
13482,57,retired,married,basic.4y,0.37242734555730905
8532,32,blue-collar,single,university.degree,0.372365519092313
33817,39,technician,divorced,professional.course,0.3720045078903146
26979,36,admin.,divorced,university.degree,0.3716479828793046
16490,42,admin.,married,university.degree,0.37153076818138714
25690,36,admin.,single,university.degree,0.3712356445543098
34041,31,blue-collar,single,basic.9y,0.37117127478093537
34898,39,technician,single,high.school,0.37092472606702964
15108,35,admin.,married,high.school,0.3703625283373566
32327,24,services,single,high.school,0.3703561311982984
18515,28,admin.,single,university.degree,0.37026680721978716
35120,54,retired,divorced,university.degree,0.3701881265491014
28134,26,admin.,married,high.school,0.3700864203561658
18572,28,services,married,high.school,0.3700316983708053
20026,33,technician,married,professional.course,0.36993988171655134
19939,33,technician,married,professional.course,0.36993988171655134
32107,32,technician,divorced,professional.course,0.3698126352770316
34923,30,blue-collar,single,basic.9y,0.3697764800979234
16258,54,retired,divorced,basic.4y,0.36970062700697504
29636,31,technician,single,professional.course,0.3695027166988162
14541,26,admin.,married,university.degree,0.36947305025806365
31092,29,admin.,single,university.degree,0.36941851862370934
21150,50,admin.,married,university.degree,0.36933503834371756
36115,32,admin.,single,university.degree,0.36892483046148167
34241,31,management,single,university.degree,0.3686787415144343
19120,46,admin.,married,university.degree,0.36819591774667226
35989,29,self-employed,married,university.degree,0.36802572047467763
29433,45,blue-collar,married,basic.4y,0.3679411647844264
14002,29,services,married,basic.9y,0.3674556971792366
20418,42,admin.,married,university.degree,0.36725018911636553
31300,43,blue-collar,married,basic.9y,0.36679230139229235
35446,42,management,divorced,university.degree,0.3665161932356532
35951,58,housemaid,married,basic.4y,0.3662587811258228
34106,24,housemaid,married,basic.9y,0.3660484787042332
12771,57,admin.,married,professional.course,0.36593446005413816
20359,52,housemaid,married,basic.6y,0.36585261349300446
33229,48,admin.,divorced,university.degree,0.36580947891003296
7613,49,blue-collar,married,basic.6y,0.36560564823774294
17283,53,retired,married,high.school,0.3654427416270516
14636,28,admin.,single,university.degree,0.3653809787086025
32523,29,admin.,single,high.school,0.36530230408866315
25750,32,student,single,university.degree,0.3651817339555245
33517,28,services,single,high.school,0.36508760998968504
40719,32,unemployed,married,high.school,0.36502439811818915
35990,52,services,married,high.school,0.3647450350175702
16929,55,unknown,married,basic.4y,0.3643179146442793
15963,32,admin.,married,high.school,0.3642603424823858
22705,32,admin.,married,university.degree,0.363828010985087
16167,22,services,single,high.school,0.36382250340356476
19114,49,services,married,high.school,0.36361127714544417
20521,53,admin.,married,basic.9y,0.3633098980367887
32769,34,technician,married,basic.9y,0.36322766791388517
22944,59,management,married,university.degree,0.3628834460636499
22798,35,management,divorced,university.degree,0.3628589140403289
13055,35,admin.,married,university.degree,0.36258281297048467
34759,60,retired,married,high.school,0.36235284020291386
5699,58,admin.,single,university.degree,0.3623487977674014
19092,32,admin.,single,high.school,0.36230489093596946
34852,28,admin.,single,university.degree,0.36194481727798505
27514,57,management,married,university.degree,0.3618291204957532
17225,60,management,married,university.degree,0.3617868388301979
31468,28,admin.,single,university.degree,0.36169623455368993
20733,50,services,married,high.school,0.3611582237245664
16086,35,services,single,high.school,0.3610668246555002
35392,35,blue-collar,divorced,basic.9y,0.3609004470918851
3869,28,admin.,single,high.school,0.3608886061233912
40013,29,admin.,single,high.school,0.36077632049300584
4907,60,retired,married,professional.course,0.35960448381248417
20148,30,admin.,single,university.degree,0.35956153856266626
20145,30,admin.,single,university.degree,0.35956153856266626
11200,41,blue-collar,married,basic.9y,0.35949439203113465
31085,35,blue-collar,married,high.school,0.3590961282257685
36078,34,services,married,high.school,0.3590032343401959
35340,33,blue-collar,divorced,basic.9y,0.3588951409888532
11762,31,entrepreneur,married,professional.course,0.3585093917372355
35680,56,technician,single,professional.course,0.3581442829236149
35794,56,technician,single,professional.course,0.3581442829236149
32461,30,admin.,single,high.school,0.3578951069927714
30782,37,blue-collar,married,basic.6y,0.3578021870249702
35512,30,blue-collar,single,basic.9y,0.3577481049526727
40527,45,self-employed,divorced,professional.course,0.3575414343077435
34385,39,admin.,married,high.school,0.3574972868349103
35137,36,technician,divorced,professional.course,0.3574267534963129
16648,31,technician,married,basic.9y,0.35724909099557467
22457,35,self-employed,married,basic.9y,0.3570478551302344
17524,51,admin.,divorced,university.degree,0.35677757310183217
35933,46,admin.,single,university.degree,0.3567600184438652
25437,29,management,single,university.degree,0.35662847181049123
30731,49,blue-collar,married,professional.course,0.3565139363699455
25713,34,management,single,high.school,0.35637442310033296
28175,51,admin.,divorced,professional.course,0.3563573050005255
33873,22,student,single,high.school,0.35621028976233715
26201,37,management,married,unknown,0.35602513322482876
27395,32,admin.,single,university.degree,0.3560237954638455
20710,39,management,married,high.school,0.3558892868423811
39814,29,services,single,high.school,0.35583122683327495
14798,58,retired,divorced,basic.4y,0.3555049535759954
23284,46,admin.,married,university.degree,0.35538445748249187
20001,35,technician,divorced,professional.course,0.3552859167479315
27683,37,admin.,married,high.school,0.35519212605690226
36017,55,retired,married,high.school,0.35517466542156284
34827,28,student,single,university.degree,0.35515318608728674
21173,36,admin.,married,high.school,0.3546000678241105
13506,28,admin.,single,university.degree,0.35453414702191816
35102,38,services,divorced,high.school,0.3543887387839325
26753,36,blue-collar,married,high.school,0.35384866461799314
28067,32,blue-collar,married,basic.9y,0.35378366978265285
40712,25,management,single,university.degree,0.3536236826791848
41166,32,admin.,married,university.degree,0.35315082231691775
32508,32,services,single,high.school,0.3530806755107638
24211,55,blue-collar,married,basic.9y,0.35302681648456263
24193,55,blue-collar,married,basic.9y,0.35302681648456263
26416,31,blue-collar,married,professional.course,0.35292160789704546
35267,49,entrepreneur,divorced,basic.9y,0.3528737120279869
28111,36,services,single,high.school,0.35271924640170027
34437,22,student,single,high.school,0.35263147514657706
29340,42,blue-collar,single,unknown,0.35258593237111446
34943,50,blue-collar,married,basic.4y,0.35251840760501224
19102,49,admin.,married,university.degree,0.3524207978678918
40269,28,technician,single,professional.course,0.3523090542566411
21221,48,blue-collar,married,unknown,0.3516311066651594
14990,30,admin.,single,university.degree,0.35147033170843583
14991,30,admin.,single,university.degree,0.35147033170843583
34779,29,technician,single,high.school,0.3514529356776482
32578,54,management,married,basic.6y,0.35142999915025824
26913,29,admin.,single,university.degree,0.3513853241880864
29915,42,blue-collar,married,basic.4y,0.3513693240967126
19093,56,admin.,married,high.school,0.3512128080165134
24115,42,admin.,married,professional.course,0.3508535500639915
14052,35,admin.,single,high.school,0.35062416271905117
32916,30,technician,single,basic.9y,0.35061649023742036
35583,57,technician,divorced,basic.6y,0.35057867080498967
13063,34,technician,single,university.degree,0.35050838405926227
36220,45,services,married,high.school,0.35030862058513923
32745,26,services,single,high.school,0.3501278139106587
32742,26,services,single,high.school,0.3501278139106587
20010,32,technician,single,university.degree,0.35001698648035173
30696,36,blue-collar,married,basic.9y,0.3500130653745353
30697,36,blue-collar,married,basic.9y,0.3500130653745353
30778,36,blue-collar,married,basic.9y,0.3500130653745353
34248,37,services,married,high.school,0.34983187786199516
34920,39,technician,divorced,professional.course,0.3497675838895523
26456,38,management,single,university.degree,0.3496029817981033
26259,34,technician,married,high.school,0.34951227207413477
30718,38,entrepreneur,married,professional.course,0.3493921383371515
14951,26,technician,single,professional.course,0.3492627419809178
27240,40,technician,single,university.degree,0.3492530544495959
30569,39,admin.,married,high.school,0.3492386250184317
15898,55,admin.,married,high.school,0.34873942618729004
28972,44,blue-collar,married,basic.6y,0.34867762654470147
34890,31,admin.,single,university.degree,0.3484719008884916
15353,31,admin.,single,basic.9y,0.3482794729723253
32221,45,technician,single,university.degree,0.34777223235269006
18130,37,blue-collar,married,basic.6y,0.3476885558482956
26512,36,admin.,married,high.school,0.34764735282607867
27254,29,technician,single,professional.course,0.3474458725869698
8373,31,blue-collar,single,high.school,0.3473640224439795
29531,37,management,married,university.degree,0.3470593711810803
28031,28,technician,single,professional.course,0.34703901854263436
40708,50,housemaid,divorced,basic.4y,0.34698779660675183
13584,32,services,married,high.school,0.3466945081034062
16354,34,blue-collar,married,basic.9y,0.34668165831494663
40532,22,student,single,basic.9y,0.3466051077505302
17186,27,admin.,married,university.degree,0.346390533681905
26679,56,retired,married,basic.4y,0.34637883877404546
22431,46,services,married,unknown,0.34608442616723084
28927,55,admin.,married,basic.4y,0.3459366830660837
35364,53,admin.,married,high.school,0.34574960807569377
29680,47,blue-collar,married,basic.9y,0.3457462656403814
35111,36,management,married,university.degree,0.3456370116165129
30210,33,services,married,high.school,0.3454739184922573
28124,41,unemployed,married,basic.9y,0.3453155702815161
28146,41,unemployed,married,basic.9y,0.3453155702815161
35161,36,services,divorced,university.degree,0.34494251259499875
19165,35,admin.,married,university.degree,0.3448223333412066
34109,31,entrepreneur,single,university.degree,0.34471465799667983
29041,38,technician,single,high.school,0.344609593746612
19566,29,admin.,single,high.school,0.34437328332344636
17339,50,management,divorced,university.degree,0.3442734954502397
26327,36,admin.,single,university.degree,0.3441816379711027
28526,41,blue-collar,married,basic.6y,0.34411572796395284
30884,43,blue-collar,married,basic.4y,0.34403633741077533
13807,23,services,single,high.school,0.3440279279354768
18449,38,services,married,high.school,0.3439861230994775
33425,36,admin.,single,basic.9y,0.34397325146063884
34306,29,blue-collar,married,basic.9y,0.34387538848671917
16641,23,admin.,single,professional.course,0.3438289464945943
25677,42,admin.,single,university.degree,0.3438247246550852
17252,33,services,married,high.school,0.34372905786056085
35784,25,student,single,high.school,0.34370422255399313
12555,33,management,married,university.degree,0.34356933705403925
15087,50,blue-collar,married,unknown,0.3434110163217863
28920,28,student,married,university.degree,0.3432521955266218
33536,43,blue-collar,married,basic.9y,0.34322769873946973
35036,32,entrepreneur,married,university.degree,0.34310496195691653
14884,33,blue-collar,married,basic.9y,0.34291797553519143
33319,41,blue-collar,married,basic.9y,0.34289961977848094
28393,32,blue-collar,married,high.school,0.3427072839728321
22796,30,admin.,single,university.degree,0.3426918010069759
35324,35,blue-collar,married,basic.6y,0.3425674343161544
19192,44,self-employed,married,professional.course,0.3424838707585844
33887,28,technician,single,professional.course,0.3424748572306558
35819,58,admin.,married,university.degree,0.3424623639647059
28150,45,blue-collar,single,basic.9y,0.3424385350682064
34491,46,blue-collar,married,basic.4y,0.3423731242236776
23458,54,housemaid,married,basic.4y,0.3423133119239044
28195,46,admin.,divorced,high.school,0.3421693449156437
31256,34,admin.,single,university.degree,0.3420025635017152
15816,26,blue-collar,single,basic.9y,0.34175161851156316
33253,54,management,divorced,professional.course,0.3416985816568296
34467,31,blue-collar,married,basic.9y,0.341604827918417
35232,46,blue-collar,married,basic.4y,0.3414452805242385
33433,28,technician,single,basic.9y,0.3411556006944204
22445,29,admin.,single,university.degree,0.34101177383007014
31968,33,services,married,high.school,0.34097387751140057
